$$$Vapor-Liquid Equilibrium Data Set 2547
415.15	0.01000	0.54300	0.04200	0.62700
412.15	0.00700	0.21100	0.15600	0.48700
412.15	0.02100	0.52800	0.08600	0.55200
411.15	0.01300	0.83300	0.03700	0.83000
411.15	0.05800	0.66800	0.16600	0.59900
410.15	0.01300	0.88200	0.02500	0.87000
409.15	0.02800	0.72500	0.06700	0.73300
408.15	0.03600	0.73000	0.09300	0.69400
407.15	0.02000	0.65500	0.05400	0.68400
405.15	0.01200	0.78400	0.01300	0.81000
402.15	0.02000	0.29200	0.21700	0.50700
401.15	0.00600	0.16400	0.11600	0.42800
398.15	0.04800	0.54700	0.18600	0.55300
397.15	0.06800	0.81700	0.20800	0.69400
396.15	0.13000	0.72500	0.28600	0.56400
395.15	0.04000	0.34600	0.39800	0.44900
394.15	0.00300	0.08700	0.30800	0.30500
392.15	0.03300	0.44100	0.25500	0.49000
386.15	0.18700	0.58200	0.38500	0.41700
383.15	0.11300	0.25700	0.55900	0.31600
379.15	0.66900	0.29500	0.80000	0.17000
377.15	0.51900	0.25000	0.72300	0.16400
376.15	0.53200	0.42100	0.74200	0.25100
376.15	0.89200	0.05000	0.91500	0.05400
375.15	0.76600	0.08700	0.79900	0.06200
Source
Moeller W.P.; Englund S.W.; Tsui T.K.; Othmer D.F.: Compositions of Vapors from Boiling Solutions. Ind.Eng.Chem. 43 (1951) 711-717
Source
