$$$Vapor-Liquid Equilibrium Data Set 2578
No.	Formula	Molar Mass	CAS Registry Number	Name
330.38	0.15600	0.70100	0.22800	0.58600
330.57	0.15700	0.49400	0.16700	0.54400
330.42	0.16300	0.73400	0.25700	0.59600
331.05	0.16500	0.34300	0.15000	0.52200
330.55	0.17200	0.76400	0.29200	0.60700
330.28	0.17300	0.58200	0.20900	0.55200
330.72	0.17700	0.79400	0.32600	0.61900
330.40	0.19800	0.46600	0.20700	0.52800
335.08	0.20200	0.08700	0.17900	0.40600
331.04	0.21200	0.30500	0.19200	0.50100
329.90	0.21900	0.57600	0.26900	0.53400
329.64	0.23700	0.60900	0.31200	0.53100
329.53	0.24000	0.69100	0.36500	0.54600
330.11	0.25100	0.44900	0.26800	0.50300
329.62	0.25900	0.54600	0.31200	0.51300
335.42	0.26200	0.06800	0.24000	0.37300
329.30	0.28000	0.57500	0.36000	0.50800
330.15	0.28300	0.37300	0.28200	0.48300
332.48	0.30200	0.13600	0.26100	0.42900
328.99	0.31800	0.54700	0.39100	0.48900
329.49	0.32500	0.43100	0.34800	0.47400
331.57	0.34400	0.17100	0.30100	0.43200
329.63	0.34500	0.38900	0.35500	0.46300
328.94	0.35900	0.47000	0.40500	0.46500
328.68	0.37000	0.48100	0.42800	0.45900
333.35	0.38100	0.09200	0.34000	0.37500
328.16	0.39700	0.50700	0.47500	0.44800
329.02	0.41000	0.38200	0.42500	0.44200
332.68	0.41400	0.09800	0.37100	0.36800
330.34	0.41500	0.22300	0.37400	0.42600
331.93	0.44300	0.11500	0.39400	0.37400
327.60	0.45300	0.48900	0.52100	0.43600
328.56	0.47200	0.35700	0.47800	0.41800
329.19	0.48200	0.27900	0.45700	0.41000
330.71	0.50300	0.14400	0.44700	0.37200
327.32	0.51000	0.43700	0.56600	0.39900
328.74	0.53900	0.26700	0.50700	0.39100
332.85	0.55000	0.07000	0.50500	0.30300
327.82	0.59000	0.30000	0.57000	0.37400
328.97	0.60800	0.18800	0.54500	0.35800
331.86	0.64700	0.06900	0.59100	0.27500
327.73	0.69300	0.21900	0.62200	0.33900
330.79	0.69500	0.07900	0.62100	0.27700
332.64	0.72900	0.04300	0.68900	0.20900
330.41	0.82900	0.05500	0.73700	0.21700
Source
Kurihara K.; Hori H.; Kojima K.: Vapor-Liquid Equilibrium Data for Acetone + Methanol + Benzene, Chloroform + Methanol + Benzene, and Constituent Binary Systems at 101.3 kPa. J.Chem.Eng.Data 43 (1998) 264-268
Source
