$$$Vapor-Liquid Equilibrium Data Set 2110	
No.	Formula	Molar Mass	CAS Registry Number	Name	
84.700	0.25000	0.18750	0.28300	0.24700	
85.420	0.37500	0.15630	0.37750	0.21250	
84.926	0.50000	0.12500	0.48250	0.17800	
83.873	0.62500	0.09370	0.57400	0.14900	
81.727	0.75000	0.06250	0.68200	0.11250	
78.127	0.87500	0.03120	0.82250	0.06250	
91.059	0.12500	0.43750	0.14600	0.50400	
91.939	0.25000	0.37500	0.26400	0.43600	
91.326	0.37500	0.31250	0.36700	0.37600	
89.993	0.50000	0.25000	0.45400	0.32900	
87.486	0.62500	0.18750	0.56000	0.26400	
84.793	0.75000	0.12500	0.65750	0.20300	
80.060	0.87500	0.06250	0.80800	0.11750	
98.539	0.12500	0.64920	0.12900	0.70200	
98.445	0.25000	0.55650	0.23500	0.61700	
96.899	0.37500	0.46380	0.34200	0.53750	
94.659	0.50000	0.37100	0.42700	0.45750	
91.766	0.62500	0.27820	0.53250	0.38100	
88.059	0.75000	0.18550	0.64400	0.29100	
81.313	0.87500	0.09280	0.78900	0.17300	
73.487	1.00000	0.00000	1.00000	0.00000	
Source	
Susarev M.P.; Chen S.T.: The Benzene-n-Hexane-Cyclo-Hexane System. Russ.J.Phys.Chem. 37 (1963) 938-943	
$$$Vapor-Liquid Equilibrium Data Set 5526	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H14	86.177	110-54-3	Hexane	
2	C6H12	84.161	110-82-7	Cyclohexane	
3	C6H6	78.114	71-43-2	Benzene	
Temperature	283.15	K	
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
7.822	0.12000	0.39300	0.18700	0.36600	
7.885	0.15000	0.48200	0.22000	0.41900	
8.090	0.21500	0.49500	0.29800	0.41000	
8.566	0.33600	0.40400	0.42700	0.31800	
8.427	0.25100	0.25600	0.35300	0.22100	
8.123	0.17900	0.13600	0.31000	0.13500	
8.723	0.33300	0.11200	0.46000	0.09600	
9.511	0.52700	0.08300	0.60700	0.06200	
9.441	0.58800	0.18300	0.64900	0.13500	
7.522	0.16100	0.70100	0.22900	0.60200	
Source	
Li I.P.C.; Polak J.; Lu B.C.-Y.: Ternary Vapor-Liquid Equilibria for n-Hexane + Cyclohexane + Benzene. J.Chem.Thermodyn. 6 (1974) 417-424	
Source	
