$$$Vapor-Liquid Equilibrium Data Set 11564	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H12	84.161	110-82-7	Cyclohexane	
2	CH4O	32.042	67-56-1	Methanol	
3	C6H14	86.177	110-54-3	Hexane	
Temperature	293.15	K	
61.439	0.32540	0.17480	
61.446	0.29020	0.15590	
61.454	0.26030	0.13980	
61.382	0.16160	0.08680	
61.122	0.12340	0.06630	
59.982	0.08490	0.04560	
55.903	0.04580	0.02460	
62.078	0.45200	0.40990	
62.755	0.41830	0.37930	
62.848	0.39640	0.35950	
63.024	0.23060	0.20920	
63.039	0.21200	0.19230	
63.024	0.18850	0.17100	
62.963	0.13160	0.11930	
62.684	0.09850	0.08930	
61.515	0.06780	0.06140	
57.249	0.03670	0.03330	
62.435	0.32110	0.60240	
64.261	0.29920	0.56130	
64.755	0.27670	0.51910	
65.007	0.26100	0.48970	
65.161	0.13890	0.26060	
65.163	0.12190	0.22860	
65.156	0.11480	0.21530	
65.117	0.08520	0.15990	
64.836	0.06700	0.12560	
63.661	0.04560	0.08560	
59.008	0.02420	0.04530	
63.268	0.18630	0.74230	
65.061	0.18030	0.71830	
65.756	0.17330	0.69050	
66.495	0.16020	0.63850	
66.636	0.15180	0.60490	
66.801	0.07010	0.27920	
66.801	0.06430	0.25640	
66.801	0.06080	0.24230	
65.155	0.02600	0.10360	
60.475	0.01410	0.05630	
Source	
Goral M.; Oracz P.; Warycha S.: IX. The ternary system cyclohexane-methanol-hexane at 313.15 K. Fluid Phase Equilib. 129 (1997) 223-233	
Source	
