$$$Vapor-Liquid Equilibrium Data Set 2629
1	CH4O	32.042	67-56-1	Methanol
2	C6H6	78.114	71-43-2	Benzene
3	C6H12	84.161	110-82-7	Cyclohexane
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
337.72	1.00000	0.000001.00000	0.00000
353.26	0.00000	1.000000.00000	1.00000
353.81	0.000000.000000.000000.00000
332.10	0.91700	0.06300	0.77800	0.13000
329.90	0.83600	0.12500	0.65600	0.21300
330.10	0.76400	0.19800	0.63800	0.26700
329.95	0.69400	0.27300	0.61000	0.31000
330.05	0.60600	0.35400	0.57300	0.32700
330.05	0.51900	0.43400	0.58300	0.34600
330.30	0.42700	0.52000	0.57900	0.35900
332.85	0.11600	0.25000	0.49400	0.15500
327.85	0.19400	0.23800	0.55200	0.13500
327.75	0.26600	0.22800	0.56100	0.12800
327.75	0.38000	0.21400	0.56500	0.14000
327.95	0.46000	0.20600	0.55900	0.14900
327.95	0.53200	0.19000	0.56200	0.15100
327.95	0.59700	0.17600	0.57000	0.15600
327.95	0.65100	0.16000	0.56400	0.15700
328.15	0.70700	0.14600	0.57800	0.16400
328.20	0.73700	0.12900	0.60800	0.15400
328.30	0.76400	0.11500	0.61600	0.14600
328.40	0.81300	0.08400	0.61500	0.11800
328.55	0.73600	0.16100	0.59900	0.19400
328.95	0.65000	0.24700	0.57700	0.24800
329.25	0.57400	0.32300	0.56900	0.27800
329.50	0.48900	0.40000	0.58200	0.27900
329.85	0.39000	0.48300	0.56000	0.31700
330.35	0.30100	0.55900	0.54300	0.33400
330.65	0.30700	0.58400	0.54100	0.36000
330.65	0.30200	0.62000	0.54600	0.37100
332.25	0.25000	0.70000	0.52800	0.41200
334.95	0.14800	0.79400	0.48200	0.46500
334.95	0.11200	0.53400	0.41500	0.33200
328.85	0.13900	0.24300	0.54800	0.14000
328.15	0.16600	0.21000	0.54900	0.11900
328.85	0.14200	0.24000	0.55400	0.13200
328.25	0.27200	0.31900	0.55100	0.19000
328.05	0.26100	0.29300	0.54900	0.17100
328.15	0.35600	0.27500	0.55600	0.17700
328.05	0.46500	0.24000	0.55300	0.17200
328.05	0.53000	0.22500	0.56100	0.17800
328.45	0.53100	0.26500	0.55800	0.21400
328.85	0.48100	0.34200	0.55400	0.25700
329.25	0.41100	0.42100	0.54600	0.28300
329.45	0.33100	0.49400	0.54400	0.30200
330.05	0.24000	0.60800	0.53100	0.34300
333.65	0.16700	0.68600	0.47800	0.40500
336.45	0.10100	0.77400	0.42500	0.47000
330.10	0.16000	0.43700	0.51100	0.24300
328.45	0.29400	0.38200	0.54500	0.22100
328.50	0.40400	0.33900	0.54800	0.22400
329.05	0.32200	0.44600	0.54100	0.26900
329.95	0.22100	0.55300	0.54200	0.29700
334.45	0.14700	0.62900	0.44300	0.38200
329.85	0.15000	0.52800	0.47200	0.31500
328.85	0.18300	0.42700	0.52600	0.22800
329.05	0.27300	0.45700	0.53500	0.26400
351.25	0.01300	0.94900	0.02400	0.92400
351.51	0.00900	0.89700	0.00400	0.87200
348.82	0.01600	0.81500	0.08000	0.73700
347.40	0.01400	0.60100	0.07600	0.54600
341.39	0.02700	0.50600	0.22100	0.39900
341.95	0.01600	0.43100	0.20700	0.34000
343.35	0.00500	0.36800	0.17800	0.31900
344.50	0.01000	0.30000	0.17000	0.26500
340.58	0.01800	0.26100	0.27500	0.21600
344.40	0.02100	0.67500	0.16500	0.54800
334.15	0.09000	0.45300	0.43400	0.28100
333.05	0.08400	0.38500	0.47300	0.22800
332.00	0.08000	0.32000	0.50400	0.18700
335.35	0.06100	0.59200	0.39400	0.36600
Source
Arce A.; Dominguez A.; Tojo J.: Vapor-Liquid Equilibrium of the System Methanol + Benzene + Cyclohexane at 760 mmHg. J.Chem.Eng.Data 35 (1990) 30-33
Source
