$$$Vapor-Liquid Equilibrium Data Set 7426	
No.	Formula	Molar Mass	CAS Registry Number	Name	
351.82	0.25100	0.47800	0.29900	0.59000	
352.10	0.34800	0.37900	0.40600	0.48900	
351.79	0.35400	0.41600	0.39700	0.49500	
351.80	0.44200	0.33800	0.48000	0.40600	
352.25	0.43900	0.27900	0.50500	0.36900	
352.45	0.51800	0.22600	0.57700	0.30600	
351.59	0.52300	0.26200	0.56000	0.33700	
351.35	0.41600	0.40100	0.44400	0.46500	
351.13	0.47500	0.36600	0.49000	0.41900	
350.72	0.49100	0.47600	0.49100	0.47700	
350.73	0.53200	0.42600	0.52700	0.43700	
350.77	0.54500	0.43300	0.54000	0.43900	
350.82	0.46600	0.51300	0.47500	0.50600	
350.85	0.46200	0.52000	0.47000	0.51300	
350.98	0.41800	0.56300	0.43300	0.55300	
390.85	0.00000	0.00000	0.00000	0.00000	
353.26	1.00000	0.00000	1.00000	0.00000	
353.81	0.00000	1.00000	0.00000	1.00000	
Source	
Arce A.; Blanco A.; Correa A.; Tojo J.: Prediction and Experimental Determination of Vapour-Liquid Equilibria for Benzene + Cyclohexane + 1-Butanol Mixtures at 101.325 kPa. Can.J.Chem.Eng. 66 (1988) 452-457	
$$$Vapor-Liquid Equilibrium Data Set 30087	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H6	78.114	71-43-2	Benzene	
2	C6H12	84.161	110-82-7	Cyclohexane	
3	C4H10O	74.123	71-36-3	1-Butanol	
Pressure	82.66	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
351.55	0.20330	0.16210	0.44690	0.33050	
351.95	0.24250	0.16510	0.45780	0.37020	
347.80	0.10870	0.29850	0.33540	0.52640	
347.25	0.38530	0.22550	0.53200	0.35700	
346.35	0.34240	0.27600	0.39800	0.46820	
346.30	0.49840	0.24770	0.52740	0.31370	
346.05	0.40390	0.30220	0.48510	0.42270	
345.80	0.60310	0.19380	0.69730	0.23460	
345.55	0.29280	0.46880	0.37580	0.56490	
346.00	0.65190	0.16010	0.69560	0.21900	
345.15	0.95100	0.00690	0.96200	0.01290	
345.75	0.21920	0.54230	0.29370	0.61030	
344.75	0.53340	0.32150	0.54800	0.37750	
344.15	0.26470	0.68490	0.26470	0.68490	
343.95	0.30710	0.60280	0.33200	0.60460	
343.85	0.41690	0.57650	0.42110	0.56760	
342.80	0.51880	0.38240	0.51920	0.40460	
351.85	0.46210	0.02230	0.80350	0.05740	
381.45	0.00930	0.01010	0.02010	0.01550	
Source	
Muralidharan N.; Satyanarayana M.: Vapour-Liquid Equilibria for Benzene-Cyclohexane-n-Butanol System at Subatmospheric Pressure. Indian J.Technol. 12 (1974) 4-7	
Source	
