$$$Density Data Set 37468	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H10O	74.123	71-36-3	1-Butanol	
2	CHCl3	119.377	67-66-3	Chloroform	
3	C6H6	78.114	71-43-2	Benzene	
Temperature	288.150	K	
Smiljanic J.D.; Kijevcanin M.L.; Djordjevic B.D.; Grozdanic D.K.; Serbanovic S.P.: Temperature Dependence of Densities and Excess Molar Volumes of the Ternary Mixture (1-Butanol + Chloroform + Benzene) and its Binary Constituents (1-Butanol + Chloroform and 1-Butanol + Benzene). Int.J.Thermophys. 29 (2008) 586-609	
$$$Density Data Set 37469	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H10O	74.123	71-36-3	1-Butanol	
2	CHCl3	119.377	67-66-3	Chloroform	
3	C6H6	78.114	71-43-2	Benzene	
Temperature	293.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.9259	0.09060	0.09990	
0.9833	0.07870	0.20100	
1.0404	0.06980	0.29960	
1.1015	0.05910	0.40230	
1.1592	0.05470	0.49800	
1.2213	0.04050	0.59720	
1.2752	0.02940	0.68160	
1.3427	0.02030	0.78510	
0.9190	0.17930	0.09990	
0.9741	0.17120	0.19770	
1.0347	0.14170	0.30010	
1.0947	0.11970	0.39950	
1.1568	0.10010	0.50040	
1.2192	0.07930	0.59940	
1.2854	0.05880	0.70180	
1.3489	0.04330	0.79830	
1.4201	0.01860	0.90200	
0.9056	0.36070	0.09930	
0.9646	0.31990	0.20030	
1.0279	0.27760	0.30610	
1.0851	0.23840	0.39910	
1.1490	0.19790	0.50100	
1.2115	0.15870	0.59800	
1.2783	0.12170	0.69930	
1.3454	0.08030	0.79800	
1.4136	0.04100	0.89570	
0.8946	0.53890	0.10100	
0.9516	0.48560	0.19740	
1.0141	0.42000	0.29950	
1.0772	0.36060	0.40060	
1.1391	0.30000	0.49710	
1.2046	0.23880	0.59670	
1.2729	0.18010	0.69870	
1.3429	0.12070	0.79970	
1.4115	0.06150	0.89570	
0.8838	0.71280	0.10200	
0.9436	0.64040	0.20100	
1.0047	0.55840	0.29920	
1.0689	0.47900	0.40040	
1.1334	0.39930	0.49950	
1.1999	0.32060	0.59920	
1.2689	0.23930	0.69970	
1.3396	0.16050	0.79980	
1.4101	0.08090	0.89630	
0.8766	0.81110	0.09990	
0.9380	0.71850	0.19990	
1.0003	0.62890	0.29910	
1.0645	0.54110	0.39980	
1.1306	0.44980	0.50040	
1.1987	0.35790	0.60150	
1.2661	0.26690	0.69850	
1.3374	0.17910	0.79910	
1.4886	0.00000	1.00000	
0.8096	1.00000	0.00000	
0.8789	0.00000	0.00000	
Source	
Smiljanic J.D.; Kijevcanin M.L.; Djordjevic B.D.; Grozdanic D.K.; Serbanovic S.P.: Temperature Dependence of Densities and Excess Molar Volumes of the Ternary Mixture (1-Butanol + Chloroform + Benzene) and its Binary Constituents (1-Butanol + Chloroform and 1-Butanol + Benzene). Int.J.Thermophys. 29 (2008) 586-609	
$$$Density Data Set 37470	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H10O	74.123	71-36-3	1-Butanol	
2	CHCl3	119.377	67-66-3	Chloroform	
3	C6H6	78.114	71-43-2	Benzene	
Temperature	298.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.9203	0.09060	0.09990	
0.9774	0.07870	0.20100	
1.0342	0.06980	0.29960	
1.0948	0.05910	0.40230	
1.1522	0.05470	0.49800	
1.2138	0.04050	0.59720	
1.2674	0.02940	0.68160	
1.3344	0.02030	0.78510	
0.9135	0.17930	0.09990	
0.9683	0.17120	0.19770	
1.0286	0.14170	0.30010	
1.0882	0.11970	0.39950	
1.1498	0.10010	0.50040	
1.2118	0.07930	0.59940	
1.2775	0.05880	0.70180	
1.3405	0.04330	0.79830	
1.4111	0.01860	0.90200	
0.9004	0.36070	0.09930	
0.9590	0.31990	0.20030	
1.0219	0.27760	0.30610	
1.0787	0.23840	0.39910	
1.1421	0.19790	0.50100	
1.2041	0.15870	0.59800	
1.2704	0.12170	0.69930	
1.3370	0.08030	0.79800	
1.4046	0.04100	0.89570	
0.8896	0.53890	0.10100	
0.9463	0.48560	0.19740	
1.0084	0.42000	0.29950	
1.0709	0.36060	0.40060	
1.1324	0.30000	0.49710	
1.1973	0.23880	0.59670	
1.2652	0.18010	0.69870	
1.3346	0.12070	0.79970	
1.4026	0.06150	0.89570	
0.8792	0.71280	0.10200	
0.9385	0.64040	0.20100	
0.9991	0.55840	0.29920	
1.0629	0.47900	0.40040	
1.1269	0.39930	0.49950	
1.1928	0.32060	0.59920	
1.2612	0.23930	0.69970	
1.3313	0.16050	0.79980	
1.4012	0.08090	0.89630	
0.8720	0.81110	0.09990	
0.9331	0.71850	0.19990	
0.9949	0.62890	0.29910	
1.0585	0.54110	0.39980	
1.1241	0.44980	0.50040	
1.1916	0.35790	0.60150	
1.2584	0.26690	0.69850	
1.3292	0.17910	0.79910	
1.4791	0.00000	1.00000	
0.8058	1.00000	0.00000	
0.8736	0.00000	0.00000	
Source	
Smiljanic J.D.; Kijevcanin M.L.; Djordjevic B.D.; Grozdanic D.K.; Serbanovic S.P.: Temperature Dependence of Densities and Excess Molar Volumes of the Ternary Mixture (1-Butanol + Chloroform + Benzene) and its Binary Constituents (1-Butanol + Chloroform and 1-Butanol + Benzene). Int.J.Thermophys. 29 (2008) 586-609	
Source	
Smiljanic J.D.; Kijevcanin M.L.; Djordjevic B.D.; Grozdanic D.K.; Serbanovic S.P.: Temperature Dependence of Densities and Excess Molar Volumes of the Ternary Mixture (1-Butanol + Chloroform + Benzene) and its Binary Constituents (1-Butanol + Chloroform and 1-Butanol + Benzene). Int.J.Thermophys. 29 (2008) 586-609	
