$$$Density Data Set 30850
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CHCl3	119.377	67-66-3	Chloroform
2	CH4O	32.042	67-56-1	Methanol
3	C6H6	78.114	71-43-2	Benzene
Temperature	288.150	K
1.3857	0.79880	0.11950
1.3300	0.69640	0.18270
1.2749	0.60200	0.23880
1.2120	0.49960	0.30050
1.1476	0.40090	0.35800
1.1568	0.41110	0.36690
1.0782	0.30030	0.41960
1.0050	0.20040	0.48000
0.9267	0.09980	0.54080
1.4469	0.90280	0.07890
1.3978	0.79930	0.15850
1.3493	0.70200	0.23810
1.2940	0.60040	0.32080
1.2337	0.50070	0.39920
1.1679	0.40140	0.47770
1.1901	0.42520	0.48850
1.0945	0.30060	0.56040
1.0135	0.20050	0.64000
0.9231	0.10020	0.72060
1.4050	0.79860	0.18290
1.3590	0.70340	0.26670
1.3054	0.60200	0.35860
1.2449	0.49930	0.45150
1.1794	0.40110	0.53960
1.1039	0.30080	0.62940
1.0176	0.19950	0.71980
0.9211	0.10040	0.80960
Source
Kijevcanin M.L.; Djuris M.M.; Radovic I.R.; Djordjevic B.D.; Serbanovic S.P.: Volumetric Properties of the Binary Methanol + Chloroform and Ternary Methanol + Chloroform + Benzene Mixtures at (288.15, 293.15, 298.15, 303.15, 308.15, and 313.15) K. J.Chem.Eng.Data 52 (2007) 1136-1140
$$$Density Data Set 30852
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CHCl3	119.377	67-66-3	Chloroform
2	CH4O	32.042	67-56-1	Methanol
3	C6H6	78.114	71-43-2	Benzene
Temperature	298.150	K
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]
0.7867	0.00000	1.00000
1.4791	1.00000	0.00000
0.8736	0.000000.00000
1.3519	0.80160	0.01920
1.2870	0.69850	0.02960
1.2261	0.60000	0.04040
1.1650	0.50040	0.04940
1.1654	0.50110	0.04960
1.1052	0.40230	0.05660
1.0443	0.30020	0.06660
0.9861	0.20150	0.07770
0.9274	0.10080	0.08810
0.9269	0.10020	0.09680
1.4153	0.89520	0.02330
1.3562	0.80100	0.03830
1.2943	0.69950	0.06030
1.2325	0.59940	0.07850
1.1719	0.50090	0.09760
1.1094	0.39880	0.11990
1.0480	0.29880	0.14120
0.9873	0.20020	0.16010
0.9272	0.10220	0.17840
1.4233	0.89860	0.04240
1.3661	0.79950	0.07910
1.3092	0.70140	0.11920
1.2479	0.59980	0.15780
1.1876	0.50120	0.19840
1.1230	0.39810	0.24330
1.0601	0.30170	0.28040
0.9942	0.20290	0.31900
0.9242	0.10070	0.35940
1.4308	0.90150	0.05980
1.3769	0.79880	0.11950
1.3216	0.69640	0.18270
1.2668	0.60200	0.23880
1.2045	0.49960	0.30050
1.1405	0.40090	0.35800
1.1496	0.41110	0.36690
1.0716	0.30030	0.41960
0.9989	0.20040	0.48000
0.9211	0.09980	0.54080
1.4376	0.90280	0.07890
1.3887	0.79930	0.15850
1.3407	0.70200	0.23810
1.2858	0.60040	0.32080
1.2260	0.50070	0.39920
1.1606	0.40140	0.47770
1.1827	0.42520	0.48850
1.0878	0.30060	0.56040
1.0073	0.20050	0.64000
0.9176	0.10020	0.72060
1.3959	0.79860	0.18290
1.3503	0.70340	0.26670
1.2971	0.60200	0.35860
1.2370	0.49930	0.45150
1.1721	0.40110	0.53960
1.0972	0.30080	0.62940
1.0114	0.19950	0.71980
0.9156	0.10040	0.80960
Source
Kijevcanin M.L.; Djuris M.M.; Radovic I.R.; Djordjevic B.D.; Serbanovic S.P.: Volumetric Properties of the Binary Methanol + Chloroform and Ternary Methanol + Chloroform + Benzene Mixtures at (288.15, 293.15, 298.15, 303.15, 308.15, and 313.15) K. J.Chem.Eng.Data 52 (2007) 1136-1140
Source
Kijevcanin M.L.; Djuris M.M.; Radovic I.R.; Djordjevic B.D.; Serbanovic S.P.: Volumetric Properties of the Binary Methanol + Chloroform and Ternary Methanol + Chloroform + Benzene Mixtures at (288.15, 293.15, 298.15, 303.15, 308.15, and 313.15) K. J.Chem.Eng.Data 52 (2007) 1136-1140
