0.8580	0.68784	0.25998
0.8588	0.72887	0.10209
0.8597	0.73310	0.14399
0.8610	0.75734	0.12571
0.8628	0.77402	0.20297
0.8636	0.79303	0.16543
0.8636	0.80331	0.09934
0.8677	0.87426	0.10050
0.8686	0.90135	0.03412
Source
Kratochvila J.; Cibulka I.; Holub R.: Excess Volume of the Benzene-Methanol-Acetonitrile Ternary Mixture at Temperatures of 25 and 40°C and Correlation of Its Concentration Dependence. Collect.Czech.Chem.Commun. 45 (1980) 3241-3248
$$$Density Data Set 47409
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C6H6	78.114	71-43-2	Benzene
2	CH4O	32.042	67-56-1	Methanol
3	C2H3N	41.053	75-05-8	Acetonitrile
Temperature	313.150	K
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]
0.7747	0.03431	0.57728
0.7743	0.06974	0.21503
0.7799	0.07365	0.50161
0.7843	0.07475	0.77440
0.7835	0.08251	0.63279
0.7862	0.09569	0.67305
0.7903	0.11200	0.79025
0.7856	0.12331	0.40016
0.7807	0.12501	0.11665
0.7864	0.14189	0.29789
0.7850	0.16836	0.02274
0.7997	0.21896	0.43220
0.8050	0.22132	0.75589
0.8050	0.22923	0.66217
0.8031	0.23748	0.48578
0.8014	0.23809	0.39650
0.8049	0.23954	0.57128
0.7975	0.24734	0.14400
0.8013	0.28259	0.11795
0.8067	0.28889	0.34403
0.8138	0.33922	0.41460
0.8116	0.35184	0.23269
0.8185	0.36276	0.54070
0.8164	0.37905	0.31946
0.8126	0.38463	0.11026
0.8210	0.39838	0.46556
0.8214	0.45289	0.18991
0.8277	0.46497	0.51471
0.8249	0.47513	0.26381
0.8279	0.47593	0.44678
0.8268	0.53448	0.07920
0.8306	0.54341	0.24183
0.8319	0.54409	0.31521
0.8303	0.55910	0.14832
0.8335	0.58002	0.23466
0.8345	0.59774	0.20383
0.8385	0.62566	0.35098
0.8408	0.71119	0.06766
0.8421	0.71939	0.11564
0.8528	0.90687	0.07542
Source
Kratochvila J.; Cibulka I.; Holub R.: Excess Volume of the Benzene-Methanol-Acetonitrile Ternary Mixture at Temperatures of 25 and 40°C and Correlation of Its Concentration Dependence. Collect.Czech.Chem.Commun. 45 (1980) 3241-3248
$$$Density Data Set 51779
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C2H3N	41.053	75-05-8	Acetonitrile
2	C6H6	78.114	71-43-2	Benzene
3	CH4O	32.042	67-56-1	Methanol
Temperature	303.150	K
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]
0.8424	0.10000	0.50000
0.8338	0.20000	0.40000
0.8236	0.300000.30000
0.8118	0.40000	0.20000
0.7971	0.50000	0.10000
Source
Prakash S.; Prasad N.; Singh S.; Prakash O.: Molecular Interaction in Three Component Systems with Methanol as Common Component. Chemica Scripta 13 (1979) 127-129
Source
Kratochvila J.; Cibulka I.; Holub R.: Excess Volume of the Benzene-Methanol-Acetonitrile Ternary Mixture at Temperatures of 25 and 40°C and Correlation of Its Concentration Dependence. Collect.Czech.Chem.Commun. 45 (1980) 3241-3248
Prakash S.; Prasad N.; Singh S.; Prakash O.: Molecular Interaction in Three Component Systems with Methanol as Common Component. Chemica Scripta 13 (1979) 127-129
