Formula	Molar Mass	CAS Registry Number	Name
1218.15	103.6000	Liquid	4
1222.15	103.6000	Liquid	4
1223.15	102.4500	Liquid	6
1223.15	103.5000	Liquid	3
1233.65	102.7000	Liquid	2
1239.15	102.1000	Liquid	4
1268.65	99.7000	Liquid	2
1273.15	97.8000	Liquid	6
1310.15	97.0000	Liquid	2
1323.15	93.1500	Liquid	6
1353.15	94.0000	Liquid	2
1395.45	91.3000	Liquid	2
1444.95	88.0000	Liquid	2
Number	Source
1	Patrov B.V.: Surface tension of melts of mutual systems Na,K/Cl,SO4 and Li,K/Cl,NO3. Zh.Prikl.Khim. 70 (1997) 1900-1902
2	Jaeger F.M.: Über die Temperaturabhängigkeit der molekularen freien Oberflächenenergie von Flüssigkeiten im Temperaturbereich von -80°C bis +1650°C. Z.Anorg.Allg.Chem. 101 (1917) 1-214
3	Sheiko I.N.: Investigation of some physical-chemical properties of the fluoride-chloride fused systems of sodium potassium  and zirconium. Fiziceskaja Chimija rasplavlennych solej : Trudy 2-go Vsesojuznogo Sovescanija po Fiziceskoj Chimii Rasplavlennych Solej 2 (1965) 79-87
4	Sokolova T.D.; Voskresenskaya N.K.: II. Surface Tension of the Barium Chloride - Sodium Chloride and Potassium Sulphate - Sodium Bromide Systems. Russ.J.Phys.Chem. 36 (1962) 502-505
5	Yan H.; Yang J.; Li W.: Surface Tension and Density in the KFNaFAlF3-Based Electrolyte. J.Chem.Eng.Data 56 (2011) 4147-4151
6	Bloom H.; Davis F.G.; James D.W.: Part 4. The Surface Tension and Surface Heat Content of Molten Salts and their Mixtures. Trans.Faraday Soc. 56 (1960) 1179-1186
$$$Thermal Conductivity
T [K]	Thermal Conductivity [W/(m*K)]	State	Reference
1073.00	0.4400	Liquid	2
1073.00	0.4490	Liquid	2
1073.00	0.4550	Liquid	2
1073.00	0.4650	Liquid	2
1170.00	0.4970	Liquid	1
1171.00	0.4920	Liquid	1
1172.00	0.4920	Liquid	1
1172.00	0.5010	Liquid	1
1172.00	0.5050	Liquid	1
1243.00	0.4680	Liquid	2
1243.00	0.4720	Liquid	2
1243.00	0.4840	Liquid	2
1243.00	0.5080	Liquid	2
1275.00	0.4910	Liquid	1
1286.00	0.4800	Liquid	1
1286.00	0.4930	Liquid	1
1287.00	0.4720	Liquid	1
1295.00	0.4700	Liquid	1
1297.00	0.4700	Liquid	1
1297.00	0.4820	Liquid	1
1353.00	0.4680	Liquid	1
1353.00	0.4720	Liquid	1
1354.00	0.4680	Liquid	1
1394.00	0.4640	Liquid	1
1398.00	0.4600	Liquid	1
1399.00	0.4600	Liquid	1
1400.00	0.4480	Liquid	1
1401.00	0.4510	Liquid	1
1401.00	0.4590	Liquid	1
1401.00	0.4630	Liquid	1
1402.00	0.4550	Liquid	1
1402.00	0.4670	Liquid	1
1436.00	0.4380	Liquid	1
1436.00	0.4450	Liquid	1
1437.00	0.4450	Liquid	1
1439.00	0.4450	Liquid	1
1439.00	0.4530	Liquid	1
1439.00	0.4560	Liquid	1
1439.00	0.4610	Liquid	1
1441.00	0.4600	Liquid	1
Number	Source
1	Nagasaka Y.; Nakazawa N.; Nagashima A.: I. Molten LiCl, NaCl, KCl, RbCl, and CsCl. Int.J.Thermophys. 13 (1992) 555-574
2	Golyshev V.D.; Gonik M.A.; Petrov V.A.; Putilin Y.M.: Experimental Investigation of the Thermal Conductivity of Transparent Melts. Teplofiz.Vys.Temp. 21 (1983) 899-903
$$$Vapor Pressure
T [K]	P [kPa]	State	Reference
759.88	1.88322997019E-006	Solid-Gas	2
759.88	2.06491995414E-006	Solid-Gas	2
778.82	4.95340009365E-006	Solid-Gas	2
793.02	8.03347029432E-006	Solid-Gas	2
823.05	2.66000006377E-005	Solid-Gas	2
843.88	6.83800026309E-005	Solid-Gas	2
861.33	0.000110900000436	Solid-Gas	2
880.28	0.000221299997065	Solid-Gas	2
881.06	0.000226400006795	Solid-Gas	2
889.68	0.000334900018061	Solid-Gas	2
890.20	0.000281309999991	Solid-Gas	1
896.86	0.000451800005976	Solid-Gas	2
905.70	0.000473294989206	Solid-Gas	1
907.90	0.000498625973705	Solid-Gas	1
909.50	0.000509292003699	Solid-Gas	1
933.60	0.000976	Solid-Gas	1
944.10	0.0014	Solid-Gas	1
1249.65	0.816	Vapor-Liquid	3
1275.65	1.1612	Vapor-Liquid	3
1301.55	1.6492	Vapor-Liquid	3
1327.25	2.276	Vapor-Liquid	3
1352.65	3.0944	Vapor-Liquid	3
1378.15	4.166	Vapor-Liquid	3
1403.35	5.502	Vapor-Liquid	3
1428.55	7.221	Vapor-Liquid	3
1429.15	6.706	Vapor-Liquid	4
1433.15	8.533	Vapor-Liquid	5
1462.15	10.999	Vapor-Liquid	4
1478.15	10.666	Vapor-Liquid	5
1500.15	13.772	Vapor-Liquid	4
1511.15	17.732	Vapor-Liquid	4
1513.15	16.665	Vapor-Liquid	5
1520.15	20.492	Vapor-Liquid	4
1542.15	20.558	Vapor-Liquid	4
1571.15	27.584	Vapor-Liquid	4
1571.15	30.664	Vapor-Liquid	5
1583.15	30.664	Vapor-Liquid	5
1588.15	35.504	Vapor-Liquid	4
1601.15	39.503	Vapor-Liquid	4
1604.15	44.663	Vapor-Liquid	4
1619.15	51.329	Vapor-Liquid	5
1658.15	69.994	Vapor-Liquid	5
1703.15	102.258	Vapor-Liquid	4
1720.15	99.698	Vapor-Liquid	4
1723.15	101.325	Vapor-Liquid	5
Number	Source
1	Mayer J.E.; Hoelder Wintner I.: Measurements of low vapor pressures of alkali halides. J.Chem.Phys. 6 (1938) 301-306
2	Zimm B.H.; Mayer J.E.: Vapor pressures, heats of vaporization, and entropies of some alkali halides. J.Chem.Phys. 12 (1944) 362-369
3	Fiock E.F.; Rodebush W.H.: The vapor pressures and thermal properties of potassium and some alkali halides. J.Am.Chem.Soc. 48 (1926) 2522-2528
4	Von Wartenberg H.; Albrecht P.: Die Dampfdrucke einiger Salze.. Z.Elektrochem.Angew.Physik.Chem. 27 (1921) 162-167
5	Ruff O.; Mugdan S.: XIII. Die Messung von Dampfdrucken bei Hohen Temperaturen und die Dampfdrucke der Alkalihalogenide. Z.Anorg.Allg.Chem. 117 (1921) 147-171
