$$$Enthalpy of Mixing Data Set 3922
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C3H6O	58.080	67-64-1	Acetone
2	CHCl3	119.377	67-66-3	Chloroform
3	CH4O	32.042	67-56-1	Methanol
Temperature	323.150	K
-222.200	0.78850	0.10570
-1522.600	0.00980	0.74290
-1325.000	0.04960	0.71310
-1098.700	0.11780	0.66190
-952.000	0.19110	0.60690
-876.000	0.24820	0.56410
-825.400	0.29820	0.52600
-787.300	0.34820	0.48900
-754.500	0.40060	0.44970
-716.500	0.47010	0.39760
-674.800	0.55090	0.33700
-644.300	0.60040	0.29980
-640.000	0.60630	0.29540
-621.100	0.63450	0.27430
-603.300	0.65700	0.25730
-574.000	0.69070	0.23510
-543.300	0.72170	0.20880
-518.300	0.74360	0.19240
-484.400	0.77020	0.17240
-453.900	0.79200	0.15600
Source
Nagata I.; Tamura K.: Excess Enthalpies of Binary and Ternary Mixtures of Methanol with Acetone, Chloroform, Benzene, and Tetrachloromethane. Fluid Phase Equilib. 15 (1983) 67-79
Source
Morris J.W.; Mulvey P.J.; Abbott M.M.; van Ness H.C.: I. Acetone-Chloroform-Methanol at 50 °C. J.Chem.Eng.Data 20 (1975) 403-405
Nagata I.; Tamura K.: Excess Enthalpies of Binary and Ternary Mixtures of Methanol with Acetone, Chloroform, Benzene, and Tetrachloromethane. Fluid Phase Equilib. 15 (1983) 67-79
