$$$Excess Volume Data Set 20102
No.	Formula	Molar Mass	CAS Registry Number	Name
1	H2O	18.015	7732-18-5	Water
2	C2H6O	46.069	64-17-5	Ethanol
3	C2H6O2	62.068	107-21-1	1,2-Ethanediol
Temperature	288.150	K
-0.3214	0.92000	0.06000
-0.3937	0.90000	0.07500
-0.5932	0.84000	0.12000
-0.6858	0.80000	0.15000
-0.7657	0.76000	0.18000
-0.8292	0.70000	0.22500
-0.8719	0.60000	0.30000
-0.8680	0.50000	0.37500
-0.8252	0.40000	0.45000
-0.6700	0.20000	0.60000
-0.1534	0.95500	0.03000
-0.3552	0.91000	0.06000
-0.4658	0.88000	0.08000
-0.5577	0.85000	0.10000
-0.7207	0.77500	0.15000
-0.8109	0.70000	0.20000
-0.8457	0.55000	0.30000
-0.7962	0.400000.40000
-0.7063	0.25000	0.50000
-0.1862	0.95000	0.02500
-0.3257	0.90000	0.05000
-0.4801	0.85000	0.07500
-0.5998	0.80000	0.10000
-0.6778	0.75000	0.12500
-0.7348	0.70000	0.15000
-0.7923	0.60000	0.20000
-0.7374	0.40000	0.30000
-0.6452	0.20000	0.40000
-0.1103	0.95500	0.01500
-0.2025	0.92500	0.02500
-0.2376	0.91000	0.03000
-0.3277	0.88000	0.04000
-0.3988	0.85000	0.05000
-0.5277	0.77500	0.07500
-0.6142	0.70000	0.10000
-0.6813	0.55000	0.15000
-0.6500	0.40000	0.20000
-0.5927	0.250000.25000
-0.0911	0.96000	0.01000
-0.1392	0.94000	0.01500
-0.2215	0.90000	0.02500
-0.3737	0.84000	0.04000
-0.4317	0.80000	0.05000
-0.4861	0.76000	0.06000
-0.5629	0.70000	0.07500
-0.6088	0.60000	0.10000
-0.5901	0.40000	0.15000
-0.5061	0.200000.20000
-0.1047	0.95000	0.01000
-0.1630	0.92500	0.01500
-0.2212	0.90000	0.02000
-0.3241	0.85000	0.03000
-0.4113	0.80000	0.04000
-0.4700	0.75000	0.05000
-0.5189	0.70000	0.06000
-0.5551	0.62500	0.07500
-0.5876	0.50000	0.10000
-0.4489	0.25000	0.15000
Source
Parfenyuk E.V.; Chistyakov Yu.V.; Krestov G.A.: Physico-chemical properties of ternary water-alcohol-glycol systems. I. Density of water-ethanol-ethylene glycol system. Oniitekhim  (1982) 1-16
$$$Excess Volume Data Set 20104
No.	Formula	Molar Mass	CAS Registry Number	Name
1	H2O	18.015	7732-18-5	Water
2	C2H6O	46.069	64-17-5	Ethanol
3	C2H6O2	62.068	107-21-1	1,2-Ethanediol
Temperature	308.150	K
Excess Volume [cm3/mol]	x1 [mol/mol]	x2 [mol/mol]
-0.2024	0.95000	0.04000
-0.3068	0.92500	0.06000
-0.3987	0.90000	0.08000
-0.4794	0.87500	0.10000
-0.5524	0.85000	0.12000
-0.6566	0.80000	0.16000
-0.7398	0.75000	0.20000
-0.7881	0.70000	0.24000
-0.8240	0.62500	0.30000
-0.8169	0.50000	0.40000
-0.5729	0.25000	0.60000
-0.1420	0.96000	0.03000
-0.2142	0.94000	0.04500
-0.3349	0.92000	0.06000
-0.3838	0.90000	0.07500
-0.5686	0.84000	0.12000
-0.6501	0.80000	0.15000
-0.7151	0.76000	0.18000
-0.7763	0.70000	0.22500
-0.8138	0.60000	0.30000
-0.8063	0.50000	0.37500
-0.7553	0.40000	0.45000
-0.5857	0.20000	0.60000
-0.1560	0.95500	0.03000
-0.3439	0.91000	0.06000
-0.4454	0.88000	0.08000
-0.5308	0.85000	0.10000
-0.6892	0.77500	0.15000
-0.7752	0.70000	0.20000
-0.8078	0.55000	0.30000
-0.7197	0.400000.40000
-0.6538	0.25000	0.50000
-0.1634	0.95000	0.02500
-0.3160	0.90000	0.05000
-0.4606	0.85000	0.07500
-0.5777	0.80000	0.10000
-0.6623	0.75000	0.12500
-0.7107	0.70000	0.15000
-0.7751	0.60000	0.20000
-0.7364	0.40000	0.30000
-0.6396	0.20000	0.40000
-0.1084	0.95500	0.01500
-0.1868	0.92500	0.02500
-0.2274	0.91000	0.03000
-0.3032	0.88000	0.04000
-0.3666	0.85000	0.05000
-0.4878	0.77500	0.07500
-0.5719	0.70000	0.10000
-0.6612	0.55000	0.15000
-0.6397	0.40000	0.20000
-0.6008	0.250000.25000
-0.0869	0.96000	0.01000
-0.1291	0.94000	0.01500
-0.2170	0.90000	0.02500
-0.3447	0.84000	0.04000
-0.4163	0.80000	0.05000
-0.4492	0.76000	0.06000
-0.5125	0.70000	0.07500
-0.5586	0.60000	0.10000
-0.5754	0.40000	0.15000
-0.5296	0.200000.20000
-0.1007	0.95000	0.01000
-0.1550	0.92500	0.01500
-0.2107	0.90000	0.02000
-0.3049	0.85000	0.03000
-0.3913	0.80000	0.04000
-0.4434	0.75000	0.05000
-0.4835	0.70000	0.06000
-0.5232	0.62500	0.07500
-0.5422	0.50000	0.10000
-0.5004	0.25000	0.15000
Source
Parfenyuk E.V.; Chistyakov Yu.V.; Krestov G.A.: Physico-chemical properties of ternary water-alcohol-glycol systems. I. Density of water-ethanol-ethylene glycol system. Oniitekhim  (1982) 1-16
Source
Parfenyuk E.V.; Chistyakov Yu.V.; Krestov G.A.: Physico-chemical properties of ternary water-alcohol-glycol systems. I. Density of water-ethanol-ethylene glycol system. Oniitekhim  (1982) 1-16
